,name,postal_code,unit,address,combined_address,coord,latitude,longitude,nearest_station,nearest_station_dist,lowered_name,label
3377,Robert Pet Salon,560603,#01-2675A,603 Ang Mo Kio Ave 5,603 Ang Mo Kio Ave 5 #01-2675A,"(1.38020079047279, 103.83575571651)",1.38020079,103.8357557,YIO CHU KANG,1.035919657,robert pet salon,Beauty
3378,365 Cuisine Halal Western,560603,#01-2683,603 Ang Mo Kio Ave 5,603 Ang Mo Kio Ave 5 #01-2683,"(1.38020079047279, 103.83575571651)",1.38020079,103.8357557,YIO CHU KANG,1.035919657,365 cuisine halal western,Food
3379,Chelabela Korean Food By Korean Chef,560603,#01-2683,603 Ang Mo Kio Ave 5,603 Ang Mo Kio Ave 5 #01-2683,"(1.38020079047279, 103.83575571651)",1.38020079,103.8357557,YIO CHU KANG,1.035919657,chelabela korean food by korean chef,Food
3380,Kovan 209,560603,#01-2683,603 Ang Mo Kio Ave 5,603 Ang Mo Kio Ave 5 #01-2683,"(1.38020079047279, 103.83575571651)",1.38020079,103.8357557,YIO CHU KANG,1.035919657,kovan 209,Others
3381,Selera Rasa Nasi Lemak,560603,#01-2683,603 Ang Mo Kio Ave 5,603 Ang Mo Kio Ave 5 #01-2683,"(1.38020079047279, 103.83575571651)",1.38020079,103.8357557,YIO CHU KANG,1.035919657,selera rasa nasi lemak,Food
3382,Lee De Beauty,560607,#01-1283A,607 Ang Mo Kio Ave 4,607 Ang Mo Kio Ave 4 #01-1283A,"(1.38046758670091, 103.838816721629)",1.380467587,103.8388167,YIO CHU KANG,0.696018357,lee de beauty,Beauty
3383,Madpetz Aquatic Studio,560607,#01-1287,607 Ang Mo Kio Ave 4,607 Ang Mo Kio Ave 4 #01-1287,"(1.38046758670091, 103.838816721629)",1.380467587,103.8388167,YIO CHU KANG,0.696018357,madpetz aquatic studio,Beauty
3384,Kang Le Physical Therapy Center,560608,#01-2783A,608 Ang Mo Kio Ave 5,608 Ang Mo Kio Ave 5 #01-2783A,"(1.37858209980487, 103.836760311526)",1.3785821,103.8367603,YIO CHU KANG,0.975770815,kang le physical therapy center,Health
3385,Bike Station,560608,#01-2793A,608 Ang Mo Kio Ave 5,608 Ang Mo Kio Ave 5 #01-2793A,"(1.37858209980487, 103.836760311526)",1.3785821,103.8367603,YIO CHU KANG,0.975770815,bike station,Others
3386,Elite Hairdressing  Villa,560608,#01-2793B,608 Ang Mo Kio Ave 5,608 Ang Mo Kio Ave 5 #01-2793B,"(1.37858209980487, 103.836760311526)",1.3785821,103.8367603,YIO CHU KANG,0.975770815,elite hairdressing  villa,Beauty
3387,Arabisk,560608,#01-2771,608 Ang Mo Kio Ave 5,608 Ang Mo Kio Ave 5 #01-2771,"(1.37858209980487, 103.836760311526)",1.3785821,103.8367603,YIO CHU KANG,0.975770815,arabisk,Others
3388,Castelli Unisex Hair And Beauty Salon,560625,#01-114,625 Ang Mo Kio Ave 9,625 Ang Mo Kio Ave 9 #01-114,"(1.38219867741921, 103.841211533475)",1.382198677,103.8412115,YIO CHU KANG,0.417808623,castelli unisex hair and beauty salon,Beauty
3389,Tat Lim Trading Company,560625,#01-116,625 Ang Mo Kio Ave 9,625 Ang Mo Kio Ave 9 #01-116,"(1.38219867741921, 103.841211533475)",1.382198677,103.8412115,YIO CHU KANG,0.417808623,tat lim trading company,Others
3390,Richmond Hair Salon,560625,#01-92A,625 Ang Mo Kio Ave 9,625 Ang Mo Kio Ave 9 #01-92A,"(1.38219867741921, 103.841211533475)",1.382198677,103.8412115,YIO CHU KANG,0.417808623,richmond hair salon,Beauty
3391,Sheau Tian Shyh Hairdressing Beauty House,560625,#01-94,625 Ang Mo Kio Ave 9,625 Ang Mo Kio Ave 9 #01-94,"(1.38219867741921, 103.841211533475)",1.382198677,103.8412115,YIO CHU KANG,0.417808623,sheau tian shyh hairdressing beauty house,Beauty
3392,Tong Hai Department Store,560625,#01-98,625 Ang Mo Kio Ave 9,625 Ang Mo Kio Ave 9 #01-98,"(1.38219867741921, 103.841211533475)",1.382198677,103.8412115,YIO CHU KANG,0.417808623,tong hai department store,Minimart
3393,Beelives Agro Products Pte Ltd,560628,#01-101,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-101","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,beelives agro products pte ltd,Others
3394,Swee Frozen Food,560628,#01-103,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-103","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,swee frozen food,Food
3395,Khan'S Meat Suppliers,560628,#01-106,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-106","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,khan's meat suppliers,Food
3396,Soon Woo,560628,#01-116,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-116","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,soon woo,Others
3397,Dian Xian Mian,560628,#01-124,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-124","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,dian xian mian,Others
3398,133,560628,#01-133,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-133","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,133,Others
3399,134,560628,#01-134,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-134","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,134,Others
3400,Fashion Clothing (Wm),560628,#01-14,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-14","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,fashion clothing (wm),Tailor/fashion
3401,147 Quality Frozen Food,560628,#01-147,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-147","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,147 quality frozen food,Food
3402,628 Plastic Wares 01-15,560628,#01-15,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-15","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,628 plastic wares 01-15,Others
3403,Miki Florist,560628,#01-156,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-156","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,miki florist,Others
3404,Fat Fat Fruits Stall,560628,#01-159,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-159","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,fat fat fruits stall,Food
3405,Song Fresh,560628,#01-166,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-166","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,song fresh,Others
3406,Beauty Taylor,560628,#01-17,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-17","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,beauty taylor,Beauty
3407,Kim Yeong Minimart,560628,#01-178,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-178","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,kim yeong minimart,Minimart
3408,Li Yu Enterprise,560628,#01-18,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-18","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,li yu enterprise,Others
3409,Vegetable 01-194,560628,#01-194,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-194","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,vegetable 01-194,Food
3410,628 Assorted Goods,560628,#01-21,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-21","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,628 assorted goods,Others
3411,628 01-22 Sundry Goods,560628,#01-22,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-22","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,628 01-22 sundry goods,Dry food
3412,Sherylmin,560628,#01-23,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-23","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,sherylmin,Others
3413,Kuoh Enterprise,560628,#01-27,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-27","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,kuoh enterprise,Others
3414,628 Dried Goods,560628,#01-32,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-32","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,628 dried goods,Dry food
3415,Green Healthcare House,560628,#01-33,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-33","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,green healthcare house,Health
3416,Tiang Huat,560628,#01-44,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-44","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,tiang huat,Others
3417,Hong Leng Titbits (Wm),560628,#01-45,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-45","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,hong leng titbits (wm),Others
3418,Yi Dai Mian Bao,560628,#01-47,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-47","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,yi dai mian bao,Food
3419,Jia Xiang Mei Shi,560628,#01-48,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-48","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,jia xiang mei shi,Food
3420,Wah Kee Prawn Noodle,560628,#01-56,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-56","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,wah kee prawn noodle,Food
3421,Qiong Mei Yuan,560628,#01-57,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-57","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,qiong mei yuan,Others
3422,Curry Mixed Veg Rice,560628,#01-58,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-58","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,curry mixed veg rice,Food
3423,Ri Xin Leng Ri Yin Pin,560628,#01-62,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-62","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,ri xin leng ri yin pin,Others
3424,Delisnacks,560628,#01-68,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-68","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,delisnacks,Food
3425,Traditional Pancake,560628,#01-69,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-69","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,traditional pancake,Others
3426,Lai Seng Dessert,560628,#01-73,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-73","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,lai seng dessert,Food
3427,Nasi Lemak,560628,#01-77,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-77","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,nasi lemak,Food
3428,Yu Jia Zhuang,560628,#01-78,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-78","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,yu jia zhuang,Others
3429,Xiang Ji Porridge,560628,#01-81,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-81","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,xiang ji porridge,Food
3430,Yit Thong Mushroom Minced Meat Noodle,560628,#01-83,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-83","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,yit thong mushroom minced meat noodle,Food
3431,Ho Bee Roasted Food,560628,#01-84,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-84","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,ho bee roasted food,Food
3432,Da Jia Lai,560628,#01-85,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-85","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,da jia lai,Others
3433,72 Xiao Chu Zi Jia,560628,#01-86,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-86","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,72 xiao chu zi jia,Others
3434,My Yammy Bites,560628,#01-94,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-94","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,my yammy bites,Food
3435,Rosnah Family Kitchen,560628,#01-97,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-97","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,rosnah family kitchen,Food
3436,Nmr Indian Muslim Food,560628,#01-98,"628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market","628 Ang Mo Kio Avenue 4, Ang Mo Kio628 Market #01-98","(1.38098761665454, 103.840628087484)",1.380987617,103.8406281,YIO CHU KANG,0.487306569,nmr indian muslim food,Food
3437,Teo Chuan Kee Minimart,560629,#01-1016,629 Ang Mo Kio Ave 4,629 Ang Mo Kio Ave 4 #01-1016,"(1.38010465081465, 103.840408680468)",1.380104651,103.8404087,YIO CHU KANG,0.536547226,teo chuan kee minimart,Minimart
3438,Top Durian Station,560629,#01-982A,629 Ang Mo Kio Ave 4,629 Ang Mo Kio Ave 4 #01-982A,"(1.38010465081465, 103.840408680468)",1.380104651,103.8404087,YIO CHU KANG,0.536547226,top durian station,Food
3439,Swee Heng Bakery,560629,#01-984B,629 Ang Mo Kio Ave 4,629 Ang Mo Kio Ave 4 #01-984B,"(1.38010465081465, 103.840408680468)",1.380104651,103.8404087,YIO CHU KANG,0.536547226,swee heng bakery,Bakery
3440,New Scent Hair & Beauty,560629,#01-992B,629 Ang Mo Kio Ave 4,629 Ang Mo Kio Ave 4 #01-992B,"(1.38010465081465, 103.840408680468)",1.380104651,103.8404087,YIO CHU KANG,0.536547226,new scent hair & beauty,Beauty
3441,Cannz Shop,560629,#01-996A,629 Ang Mo Kio Ave 4,629 Ang Mo Kio Ave 4 #01-996A,"(1.38010465081465, 103.840408680468)",1.380104651,103.8404087,YIO CHU KANG,0.536547226,cannz shop,Others
3442,Yu Xheng Sg Trading,560629,#01-996B,629 Ang Mo Kio Ave 4,629 Ang Mo Kio Ave 4 #01-996B,"(1.38010465081465, 103.840408680468)",1.380104651,103.8404087,YIO CHU KANG,0.536547226,yu xheng sg trading,Others
3443,Drink Stall,560630,#01-972,630 Ang Mo Kio Ave 4,630 Ang Mo Kio Ave 4 #01-972,"(1.38054138917049, 103.841068277331)",1.380541389,103.8410683,YIO CHU KANG,0.451499546,drink stall,Others
3444,Hui Zai Roasted Duck,560630,#01-972,630 Ang Mo Kio Ave 4,630 Ang Mo Kio Ave 4 #01-972,"(1.38054138917049, 103.841068277331)",1.380541389,103.8410683,YIO CHU KANG,0.451499546,hui zai roasted duck,Food
3445,My Seafood House 630,560630,#01-972,630 Ang Mo Kio Ave 4,630 Ang Mo Kio Ave 4 #01-972,"(1.38054138917049, 103.841068277331)",1.380541389,103.8410683,YIO CHU KANG,0.451499546,my seafood house 630,Food
3446,Xiang Wei Qing Economic Rice,560630,#01-972,630 Ang Mo Kio Ave 4,630 Ang Mo Kio Ave 4 #01-972,"(1.38054138917049, 103.841068277331)",1.380541389,103.8410683,YIO CHU KANG,0.451499546,xiang wei qing economic rice,Food
3447,Zu'Es Connections,560631,#01-908A,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-908A,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,zu'es connections,Others
3448,F2 Mix Hair Salon,560631,#01-908B,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-908B,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,f2 mix hair salon,Beauty
3449,Edge Comms,560631,#01-914B,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-914B,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,edge comms,Others
3450,Black Fairy,560631,#01-918,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-918,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,black fairy,Others
3451,City Optics Holdings Pte Ltd,560631,#01-920,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-920,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,city optics holdings pte ltd,Health
3452,Pala,560631,#01-928B,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-928B,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,pala,Others
3453,Glace Salon,560631,#01-928Bb,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-928Bb,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,glace salon,Beauty
3454,Kamo Hair Studio,560631,#01-932A,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-932A,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,kamo hair studio,Beauty
3455,Ng H N T (Wen'S Art),560631,#01-932B,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-932B,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,ng h n t (wen's art),Others
3456,Beauty 88,560631,#01-940A,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-940A,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,beauty 88,Beauty
3457,Singapura Mobile,560631,#01-940B,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-940B,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,singapura mobile,Mobile services
3458,Lk Photo Services,560631,#01-942B,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-942B,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,lk photo services,Food
3459,Drinks / Desserts,560631,None,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 None,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,drinks / desserts,Food
3460,Fu Li Mixed Rice,560631,None,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 None,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,fu li mixed rice,Food
3461,Fulee Seafood,560631,None,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 None,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,fulee seafood,Food
3462,Saw Hup Economic Bee Hoon,560631,None,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 None,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,saw hup economic bee hoon,Others
3463,Yishun 925 Hainanese Chicken Rice,560631,#01-906,631 Ang Mo Kio Ave 4,631 Ang Mo Kio Ave 4 #01-906,"(1.3795572819161, 103.840735651035)",1.379557282,103.8407357,YIO CHU KANG,0.527838014,yishun 925 hainanese chicken rice,Food
3464,J Mart 632 Family Store,560632,#01-952,632 Ang Mo Kio Ave 4,632 Ang Mo Kio Ave 4 #01-952,"(1.37999943101882, 103.841407224475)",1.379999431,103.8414072,YIO CHU KANG,0.438994783,j mart 632 family store,Minimart
3465,Coolest Hair Salon,560632,#01-962A,632 Ang Mo Kio Ave 4,632 Ang Mo Kio Ave 4 #01-962A,"(1.37999943101882, 103.841407224475)",1.379999431,103.8414072,YIO CHU KANG,0.438994783,coolest hair salon,Beauty
3466,Aurora,560632,#01-966,632 Ang Mo Kio Ave 4,632 Ang Mo Kio Ave 4 #01-966,"(1.37999943101882, 103.841407224475)",1.379999431,103.8414072,YIO CHU KANG,0.438994783,aurora,Others
3467,Yun Seafood,560632,#01-948,632 Ang Mo Kio Ave 4,632 Ang Mo Kio Ave 4 #01-948,"(1.37999943101882, 103.841407224475)",1.379999431,103.8414072,YIO CHU KANG,0.438994783,yun seafood,Food
3468,I & Y Beauty & Slimming Centre,560635,#01-5115,635 Ang Mo Kio Ave 6,635 Ang Mo Kio Ave 6 #01-5115,"(1.38076896104696, 103.842378423538)",1.380768961,103.8423784,YIO CHU KANG,0.305577372,i & y beauty & slimming centre,Beauty
3469,Green Lotus Beauty,560635,#01-5117B,635 Ang Mo Kio Ave 6,635 Ang Mo Kio Ave 6 #01-5117B,"(1.38076896104696, 103.842378423538)",1.380768961,103.8423784,YIO CHU KANG,0.305577372,green lotus beauty,Beauty
3470,Tip Top House Of Hair,560635,#01-5121A,635 Ang Mo Kio Ave 6,635 Ang Mo Kio Ave 6 #01-5121A,"(1.38076896104696, 103.842378423538)",1.380768961,103.8423784,YIO CHU KANG,0.305577372,tip top house of hair,Beauty
3471,Ren Fang Chinese Medical Hall,560635,#01-5123A,635 Ang Mo Kio Ave 6,635 Ang Mo Kio Ave 6 #01-5123A,"(1.38076896104696, 103.842378423538)",1.380768961,103.8423784,YIO CHU KANG,0.305577372,ren fang chinese medical hall,Health
3472,Huatuo Zhongyi Antique Crafts Retail,560635,#01-5127,635 Ang Mo Kio Ave 6,635 Ang Mo Kio Ave 6 #01-5127,"(1.38076896104696, 103.842378423538)",1.380768961,103.8423784,YIO CHU KANG,0.305577372,huatuo zhongyi antique crafts retail,Others
3473,Long Shu Watch Store And Trading,561632,#01-944D,632A Ang Mo Kio Ave 4,632A Ang Mo Kio Ave 4 #01-944D,"(1.37949064796667, 103.841482597183)",1.379490648,103.8414826,YIO CHU KANG,0.459891387,long shu watch store and trading,Minimart
3474,Ten Dollar.Com Group,561632,#01-944E,632A Ang Mo Kio Ave 4,632A Ang Mo Kio Ave 4 #01-944E,"(1.37949064796667, 103.841482597183)",1.379490648,103.8414826,YIO CHU KANG,0.459891387,ten dollar.com group,Others
3475,AL-RAHIM SARBAT STALL,519641,#01-01,110 Pasir Ris Central,110 Pasir Ris Central #01-01,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,al-rahim sarbat stall,Others
3476,AR RAHMAAN INDIAN MUSLIM FOOD,519641,#01-04,110 Pasir Ris Central,110 Pasir Ris Central #01-04,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,ar rahmaan indian muslim food,Food
3477,FISHBALL NOODLE,519641,#01-05,110 Pasir Ris Central,110 Pasir Ris Central #01-05,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,fishball noodle,Food
3478,WANTON NOODLE,519641,#01-07,110 Pasir Ris Central,110 Pasir Ris Central #01-07,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,wanton noodle,Food
3479,CONGEE,519641,#01-08,110 Pasir Ris Central,110 Pasir Ris Central #01-08,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,congee,Food
3480,UNCLE JIM FRESH FRUIT JUICE,519641,#01-17,110 Pasir Ris Central,110 Pasir Ris Central #01-17,"(1.37347252064326, 103.951571342467)",1.373472521,103.9515713,PASIR RIS,0.265361713,uncle jim fresh fruit juice,Food
